AnimalType,Breed,Color,Sex,IntakeType,IntakeCondition,TimeInShelterDays,AgeInDays,TimeInShelterDays_log
Cat,Domestic Shorthair Mix,Orange Tabby/White,Intact Male,Owner Surrender,Normal,8,180,2.1972245773362196
Dog,Labrador Retriever,Cream,Intact Female,Stray,Normal,6,330,1.9459101490553132
Dog,Chihuahua Shorthair Mix,Tan/White,Spayed Female,Stray,Normal,8,730,2.1972245773362196
Cat,Domestic Shorthair Mix,Black/White,Intact Male,Stray,Normal,34,30,3.5553480614894135
Cat,Domestic Shorthair,Orange Tabby,Intact Female,Stray,Normal,37,90,3.6375861597263857
Dog,Chihuahua Shorthair/Catahoula,White/Tan,Intact Female,Stray,Normal,49,180,3.912023005428146
Dog,Golden Retriever,Red/White,Intact Female,Stray,Normal,10,365,2.3978952727983707
Dog,Labrador Retriever,Gold/White,Intact Male,Stray,Normal,4,120,1.6094379124341003
Dog,Black Mouth Cur Mix,Tan,Intact Male,Stray,Normal,9,365,2.302585092994046
Cat,Domestic Shorthair Mix,Blue,Intact Male,Stray,Normal,73,30,4.30406509320417
Dog,Great Pyrenees Mix,White,Intact Female,Stray,Normal,7,60,2.0794415416798357
Cat,Domestic Shorthair Mix,Torbie,Intact Female,Owner Surrender,Normal,4,180,1.6094379124341003
Dog,Black Mouth Cur Mix,Brown,Intact Male,Stray,Normal,5,365,1.791759469228055
Cat,Cymric Mix,Blue Tabby/White,Intact Female,Stray,Pregnant,104,365,4.653960350157523
Dog,Golden Retriever,Tan/White,Intact Female,Stray,Normal,5,30,1.791759469228055
Cat,Domestic Shorthair Mix,Orange Tabby,Intact Male,Stray,Normal,26,30,3.295836866004329
Cat,Domestic Shorthair Mix,Blue Tabby/White,Neutered Male,Stray,Normal,7,90,2.0794415416798357
Dog,Anatol Shepherd/Labrador Retriever,Yellow/White,Intact Male,Stray,Normal,9,730,2.302585092994046
Dog,German Shorthair Pointer Mix,Chocolate/White,Intact Female,Stray,Normal,4,120,1.6094379124341003
Cat,Domestic Shorthair,Black,Intact Female,Stray,Normal,8,60,2.1972245773362196
Dog,American Pit Bull Terrier Mix,Black Brindle/White,Intact Female,Owner Surrender,Normal,23,365,3.1780538303479458
Cat,Domestic Shorthair,Orange Tabby/White,Intact Male,Stray,Normal,25,90,3.258096538021482
Dog,Pit Bull Mix,Brown/White,Intact Male,Stray,Normal,6,60,1.9459101490553132
Dog,Anatol Shepherd Mix,Tan/Black,Neutered Male,Stray,Normal,20,1825,3.044522437723423
Dog,Australian Cattle Dog Mix,Black/White,Spayed Female,Owner Surrender,Normal,36,2555,3.6109179126442243
Dog,Siberian Husky Mix,Gray/Black,Intact Female,Owner Surrender,Normal,21,365,3.091042453358316
Dog,Chihuahua Shorthair Mix,Black,Intact Female,Stray,Normal,6,330,1.9459101490553132
Dog,German Shepherd Mix,Brown/Black,Intact Female,Stray,Normal,3,365,1.3862943611198906
Dog,Boxer Mix,Brown/White,Intact Female,Stray,Normal,4,60,1.6094379124341003
Dog,German Shepherd/Alaskan Husky,Tan/Brown,Intact Male,Stray,Sick,7,150,2.0794415416798357
Dog,Labrador Retriever Mix,Brown/Tan,Intact Male,Stray,Normal,7,60,2.0794415416798357
Dog,German Shepherd Mix,Black/Tan,Intact Male,Stray,Normal,10,210,2.3978952727983707
Cat,Domestic Shorthair Mix,Brown Tabby,Intact Female,Owner Surrender,Normal,2,150,1.0986122886681098
Cat,Domestic Shorthair Mix,White,Intact Male,Stray,Normal,37,28,3.6375861597263857
Dog,Pit Bull Mix,Brown,Intact Male,Stray,Normal,10,730,2.3978952727983707
Dog,Flat Coat Retriever/Labrador Retriever,White/Black,Intact Female,Stray,Normal,4,120,1.6094379124341003
Dog,Flat Coat Retriever/Labrador Retriever,White/Black,Intact Female,Stray,Normal,61,120,4.127134385045092
Dog,Labrador Retriever Mix,Chocolate,Neutered Male,Owner Surrender,Normal,27,2920,3.332204510175204
Cat,Domestic Shorthair Mix,Black,Intact Male,Owner Surrender,Normal,2,150,1.0986122886681098
Cat,Domestic Shorthair,Brown Tabby,Intact Female,Owner Surrender,Sick,147,730,4.997212273764115
Cat,Domestic Shorthair,Chocolate/White,Intact Male,Stray,Normal,3,60,1.3862943611198906
Cat,Domestic Shorthair,Brown Tabby/White,Intact Male,Stray,Normal,26,28,3.295836866004329
Dog,Catahoula Mix,Black/White,Intact Female,Stray,Normal,4,90,1.6094379124341003
Dog,Golden Retriever Mix,Gold,Intact Male,Stray,Normal,5,300,1.791759469228055
Dog,Finnish Spitz/Labrador Retriever,Black,Intact Female,Stray,Normal,100,365,4.61512051684126
Dog,Beauceron Mix,Black/Brown,Spayed Female,Stray,Normal,33,1095,3.5263605246161616
Cat,Domestic Medium Hair Mix,Orange Tabby/White,Neutered Male,Stray,Normal,4,1095,1.6094379124341003
Dog,Labrador Retriever/Pit Bull,Black Smoke/White,Spayed Female,Public Assist,Injured,342,1825,5.8377304471659395
Dog,Labrador Retriever Mix,Black/White,Spayed Female,Stray,Normal,11,1460,2.4849066497880004
Cat,Domestic Longhair Mix,Black Smoke,Neutered Male,Owner Surrender,Normal,22,2920,3.1354942159291497
Dog,Border Collie,White/Black,Spayed Female,Owner Surrender,Normal,14,1095,2.70805020110221
Dog,Border Collie,White/Black,Spayed Female,Owner Surrender,Normal,16,1095,2.833213344056216
Dog,German Shepherd,Black/Tan,Intact Male,Stray,Normal,3,730,1.3862943611198906
Dog,Australian Cattle Dog Mix,Red,Intact Female,Stray,Normal,94,2190,4.553876891600541
Dog,Pit Bull Mix,Blue/White,Intact Male,Public Assist,Normal,11,240,2.4849066497880004
Cat,Domestic Shorthair Mix,Black,Spayed Female,Stray,Normal,15,180,2.772588722239781
Cat,Domestic Shorthair Mix,Black,Intact Female,Stray,Normal,49,30,3.912023005428146
Cat,Domestic Shorthair Mix,Orange Tabby,Intact Male,Stray,Normal,32,28,3.4965075614664802
Dog,Chihuahua Shorthair/Dachshund,Black/Tan,Intact Female,Stray,Normal,4,365,1.6094379124341003
Dog,Pit Bull Mix,Brown Brindle/White,Neutered Male,Owner Surrender,Normal,10,1095,2.3978952727983707
Cat,Domestic Shorthair Mix,Orange Tabby/White,Intact Male,Stray,Injured,30,90,3.4339872044851463
Dog,Labrador Retriever Mix,Buff,Intact Male,Stray,Normal,6,180,1.9459101490553132
Dog,Cocker Spaniel Mix,Gold/White,Spayed Female,Stray,Normal,19,730,2.995732273553991
Dog,Catahoula Mix,Brown Merle,Intact Male,Stray,Normal,5,365,1.791759469228055
Cat,Domestic Shorthair Mix,Brown Tabby/White,Neutered Male,Owner Surrender,Normal,1,730,0.6931471805599453
Dog,Beagle Mix,Blue Merle/Red Merle,Intact Male,Stray,Normal,25,365,3.258096538021482
Dog,Labrador Retriever Mix,Black/White,Intact Male,Stray,Normal,7,120,2.0794415416798357
Cat,Domestic Shorthair,Brown Tabby,Neutered Male,Stray,Injured,16,270,2.833213344056216
Cat,Domestic Medium Hair Mix,Orange Tabby/White,Intact Female,Stray,Normal,52,730,3.970291913552122
Cat,Domestic Shorthair Mix,Calico,Intact Female,Stray,Normal,3,150,1.3862943611198906
Dog,Chihuahua Shorthair Mix,Black/White,Intact Male,Stray,Normal,230,2555,5.442417710521793
Dog,Chihuahua Shorthair/Dachshund,Black/Brown,Spayed Female,Owner Surrender,Normal,41,4380,3.7376696182833684
Cat,Domestic Medium Hair Mix,Orange Tabby,Intact Male,Stray,Normal,78,30,4.3694478524670215
Cat,Domestic Longhair,Cream Tabby,Intact Male,Stray,Normal,4,30,1.6094379124341003
Dog,Pit Bull Mix,Sable/White,Intact Female,Stray,Normal,19,210,2.995732273553991
Dog,Australian Cattle Dog Mix,White/Red,Neutered Male,Stray,Normal,5,270,1.791759469228055
Cat,Domestic Shorthair Mix,Black,Intact Female,Stray,Normal,3,30,1.3862943611198906
Dog,West Highland Mix,Buff,Intact Male,Stray,Normal,4,365,1.6094379124341003
Dog,Wire Hair Fox Terrier,Tan/White,Neutered Male,Stray,Normal,5,365,1.791759469228055
Dog,Black/Tan Hound Mix,Black/Brown,Spayed Female,Owner Surrender,Normal,1,365,0.6931471805599453
Dog,Siberian Husky,Red/Tan,Intact Female,Stray,Normal,5,730,1.791759469228055
Cat,Domestic Shorthair Mix,Orange Tabby,Intact Male,Owner Surrender,Sick,5,365,1.791759469228055
Cat,Domestic Shorthair Mix,White/Brown Tabby,Spayed Female,Owner Surrender,Normal,88,4380,4.48863636973214
Dog,Australian Shepherd Mix,Tricolor,Neutered Male,Owner Surrender,Normal,182,1095,5.209486152841421
Dog,Blue Lacy/Pit Bull,Blue/White,Intact Female,Stray,Normal,8,210,2.1972245773362196
Dog,Labrador Retriever Mix,Black,Intact Male,Stray,Normal,4,120,1.6094379124341003
Cat,Domestic Shorthair Mix,Calico,Intact Female,Stray,Normal,68,28,4.23410650459726
Cat,Domestic Shorthair Mix,Blue Tabby/White,Intact Male,Stray,Normal,64,30,4.174387269895637
Dog,Vizsla Mix,Red/White,Intact Male,Stray,Normal,18,365,2.9444389791664403
Cat,Domestic Shorthair Mix,Orange Tabby/White,Intact Female,Owner Surrender,Normal,9,30,2.302585092994046
Dog,Pit Bull Mix,Brown Brindle/White,Intact Male,Stray,Normal,6,90,1.9459101490553132
Dog,Doberman Pinsch Mix,Black/Brown,Intact Male,Stray,Normal,38,365,3.6635616461296463
Cat,Domestic Shorthair Mix,Cream Tabby,Intact Female,Stray,Sick,17,150,2.8903717578961645
Dog,German Shepherd Mix,Black/Tan,Neutered Male,Owner Surrender,Normal,6,365,1.9459101490553132
Cat,Domestic Shorthair Mix,Black,Intact Female,Stray,Normal,57,365,4.060443010546419
Cat,Domestic Shorthair Mix,Brown Tabby/White,Intact Female,Stray,Normal,81,21,4.406719247264253
Cat,Domestic Shorthair Mix,White/Cream,Intact Male,Stray,Normal,59,14,4.0943445622221
Other,Ferret Mix,Gray/Black,Spayed Female,Owner Surrender,Normal,7,120,2.0794415416798357
Dog,Pit Bull Mix,White/Black,Intact Male,Stray,Normal,119,28,4.787491742782046
Dog,Pit Bull Mix,White/Black,Intact Male,Stray,Normal,44,28,3.8066624897703196
Dog,Great Dane,Black,Neutered Male,Stray,Normal,26,1825,3.295836866004329
Other,Lop-Holland Mix,Brown,Spayed Female,Owner Surrender,Normal,26,365,3.295836866004329
Dog,Labrador Retriever Mix,Red,Intact Male,Stray,Normal,43,730,3.784189633918261
Dog,Plott Hound/Labrador Retriever,Black/Brown Brindle,Intact Male,Stray,Normal,137,120,4.927253685157205
Dog,Catahoula Mix,Brown,Spayed Female,Owner Surrender,Normal,39,3650,3.6888794541139363
Dog,Chihuahua Shorthair Mix,Black/Brown,Intact Female,Stray,Normal,5,365,1.791759469228055
Dog,Border Collie Mix,Tricolor,Intact Male,Owner Surrender,Normal,32,28,3.4965075614664802
Cat,Domestic Shorthair Mix,Brown Tabby/White,Intact Female,Owner Surrender,Normal,6,365,1.9459101490553132
Dog,Black/Tan Hound Mix,Black/Brown,Spayed Female,Owner Surrender,Normal,1,330,0.6931471805599453
Dog,Chihuahua Shorthair Mix,Black/Brown,Neutered Male,Owner Surrender,Normal,11,730,2.4849066497880004
Dog,Chihuahua Shorthair Mix,White/Brown,Spayed Female,Stray,Normal,3,1095,1.3862943611198906
Cat,Domestic Medium Hair Mix,Orange Tabby/White,Intact Female,Stray,Normal,27,30,3.332204510175204
Cat,Domestic Shorthair Mix,White/Orange,Intact Male,Stray,Normal,3,30,1.3862943611198906
Dog,Rat Terrier Mix,White/Brown,Intact Male,Stray,Normal,7,365,2.0794415416798357
Dog,Labrador Retriever Mix,Chocolate/White,Intact Female,Stray,Normal,4,365,1.6094379124341003
Cat,Domestic Medium Hair Mix,Tortie,Intact Female,Stray,Normal,41,30,3.7376696182833684
Dog,Chihuahua Shorthair Mix,Tan,Intact Female,Owner Surrender,Normal,1,300,0.6931471805599453
Cat,Siamese Mix,Chocolate Point,Intact Female,Stray,Normal,83,365,4.430816798843313
Cat,Domestic Shorthair Mix,Orange Tabby/White,Intact Male,Stray,Normal,62,365,4.143134726391533
Dog,American Pit Bull Terrier,Blue/White,Spayed Female,Stray,Injured,219,1825,5.393627546352362
Dog,Border Collie Mix,Black/White,Neutered Male,Owner Surrender,Normal,41,1095,3.7376696182833684
Dog,Chihuahua Shorthair Mix,Yellow Brindle/White,Neutered Male,Owner Surrender,Normal,5,2190,1.791759469228055
Cat,Domestic Shorthair Mix,Black,Spayed Female,Owner Surrender,Normal,236,4745,5.4680601411351315
Dog,Pit Bull Mix,Brown Brindle/White,Intact Male,Stray,Normal,88,730,4.48863636973214
Dog,Labrador Retriever/Great Pyrenees,Red,Intact Female,Stray,Normal,3,30,1.3862943611198906
Dog,Chinese Sharpei Mix,Brown Brindle,Intact Female,Stray,Normal,14,150,2.70805020110221
Dog,Chinese Sharpei Mix,Brown Brindle,Intact Female,Stray,Normal,330,150,5.802118375377063
Dog,Labrador Retriever Mix,Black/White,Spayed Female,Stray,Normal,10,210,2.3978952727983707
Dog,Labrador Retriever Mix,Black,Intact Female,Stray,Normal,4,60,1.6094379124341003
Dog,Beagle/Pug,Brown/Black,Intact Female,Owner Surrender,Normal,5,330,1.791759469228055
Dog,Labrador Retriever Mix,Chocolate/White,Intact Male,Stray,Normal,13,210,2.6390573296152584
Other,Rabbit Sh Mix,White,Intact Female,Owner Surrender,Normal,39,180,3.6888794541139363
Cat,American Shorthair,Calico,Intact Female,Stray,Injured,38,28,3.6635616461296463
Dog,Miniature Schnauzer Mix,Tan/Tricolor,Intact Male,Stray,Normal,5,60,1.791759469228055
Cat,Domestic Medium Hair Mix,Brown Tabby/White,Intact Female,Stray,Normal,58,30,4.07753744390572
Dog,Great Pyrenees/Border Collie,Black/White,Intact Male,Stray,Normal,9,1095,2.302585092994046
Cat,Domestic Shorthair Mix,Black,Intact Female,Stray,Normal,40,60,3.713572066704308
Cat,Domestic Shorthair Mix,Brown Tabby/White,Intact Male,Owner Surrender,Normal,26,60,3.295836866004329
Cat,Domestic Medium Hair Mix,Brown Tabby/White,Intact Male,Stray,Normal,45,30,3.828641396489095
Dog,Pit Bull Mix,White/Black,Intact Female,Stray,Normal,3,90,1.3862943611198906
Dog,Chihuahua Longhair Mix,Tan/White,Intact Female,Owner Surrender,Normal,2,365,1.0986122886681098
Dog,Pit Bull Mix,White/Black,Intact Male,Stray,Injured,32,365,3.4965075614664802
Cat,Domestic Shorthair Mix,Cream Tabby/White,Intact Male,Public Assist,Normal,4,30,1.6094379124341003
Dog,Plott Hound Mix,Black/Brown,Intact Male,Stray,Normal,356,365,5.877735781779639
Cat,Domestic Shorthair Mix,Calico,Intact Female,Owner Surrender,Normal,2,90,1.0986122886681098
Cat,Domestic Medium Hair,Blue Tabby/White,Intact Male,Stray,Normal,24,60,3.2188758248682006
Cat,Domestic Shorthair Mix,Black/White,Intact Female,Stray,Normal,51,21,3.9512437185814275
Dog,Carolina Dog/Alaskan Husky,Red,Intact Male,Stray,Normal,63,365,4.1588830833596715
Dog,Chihuahua Shorthair Mix,Black/Tricolor,Intact Female,Stray,Normal,74,730,4.31748811353631
Dog,Labrador Retriever/Greyhound,Black,Neutered Male,Stray,Normal,241,2190,5.488937726156687
Dog,Pit Bull,Black Brindle/White,Intact Female,Owner Surrender,Normal,60,21,4.110873864173311
Dog,Dachshund Longhair Mix,Red,Spayed Female,Stray,Normal,126,2555,4.844187086458591
Dog,Chihuahua Shorthair Mix,Black/Tan,Intact Female,Stray,Normal,8,1825,2.1972245773362196
Cat,Domestic Shorthair/Siamese,Chocolate Point,Intact Male,Public Assist,Sick,32,28,3.4965075614664802
Dog,Labrador Retriever Mix,Tan,Spayed Female,Owner Surrender,Normal,29,1095,3.4011973816621555
Dog,Catahoula Mix,Blue Merle/White,Intact Male,Owner Surrender,Sick,23,30,3.1780538303479458
Dog,Miniature Poodle Mix,White,Intact Male,Stray,Normal,78,240,4.3694478524670215
Cat,Domestic Shorthair Mix,Orange Tabby/White,Intact Male,Stray,Injured,23,60,3.1780538303479458
Dog,Miniature Poodle Mix,White,Intact Male,Stray,Normal,8,730,2.1972245773362196
Dog,German Shepherd,Black/Brown,Intact Female,Stray,Normal,184,730,5.220355825078324
Dog,German Shepherd,Black/Brown,Intact Female,Stray,Normal,248,730,5.517452896464707
Cat,Domestic Shorthair Mix,Blue Tabby,Intact Female,Owner Surrender,Normal,23,90,3.1780538303479458
Dog,Chihuahua Shorthair/Dachshund,Black/White,Intact Female,Stray,Normal,4,120,1.6094379124341003
Dog,Labrador Retriever Mix,Black/White,Intact Female,Stray,Normal,46,120,3.8501476017100584
Other,American Mix,Brown,Intact Female,Stray,Normal,44,365,3.8066624897703196
Cat,Domestic Shorthair Mix,Calico,Spayed Female,Stray,Normal,20,2555,3.044522437723423
Dog,Anatol Shepherd Mix,Tan,Intact Female,Stray,Normal,7,730,2.0794415416798357
Dog,Anatol Shepherd Mix,Tan,Intact Female,Stray,Normal,22,730,3.1354942159291497
Cat,Domestic Shorthair,Black,Intact Female,Stray,Normal,40,730,3.713572066704308
Dog,Border Collie Mix,Black/White,Neutered Male,Owner Surrender,Normal,1,210,0.6931471805599453
Dog,German Shepherd Mix,Brown/Black,Intact Female,Stray,Normal,8,210,2.1972245773362196
Dog,German Shepherd Mix,Brown/Black,Intact Female,Stray,Normal,4,210,1.6094379124341003
Dog,Basset Hound Mix,White/Tricolor,Intact Female,Stray,Normal,4,150,1.6094379124341003
Cat,Domestic Shorthair Mix,Torbie,Intact Female,Owner Surrender,Normal,8,30,2.1972245773362196
Dog,Labrador Retriever Mix,Black/White,Spayed Female,Stray,Normal,14,2555,2.70805020110221
Dog,Pointer/Chihuahua Longhair,Sable/White,Intact Female,Owner Surrender,Normal,15,30,2.772588722239781
Dog,Labrador Retriever/Standard Poodle,Black,Intact Male,Stray,Normal,4,60,1.6094379124341003
Cat,Domestic Shorthair,Orange Tabby,Intact Male,Owner Surrender,Normal,78,365,4.3694478524670215
Cat,Domestic Shorthair Mix,Brown Tabby/White,Neutered Male,Stray,Normal,13,730,2.6390573296152584
Dog,St. Bernard Smooth Coat Mix,Tricolor,Intact Female,Stray,Normal,4,30,1.6094379124341003
Cat,Domestic Shorthair,Brown Tabby/White,Intact Male,Stray,Normal,56,28,4.04305126783455
Cat,American Curl Shorthair Mix,White/Blue,Spayed Female,Stray,Normal,90,1095,4.51085950651685
Cat,American Curl Shorthair Mix,White/Blue,Spayed Female,Stray,Normal,119,1095,4.787491742782046
Cat,American Curl Shorthair Mix,White/Blue,Spayed Female,Stray,Normal,103,1095,4.6443908991413725
Cat,Domestic Shorthair Mix,Cream Tabby,Intact Male,Stray,Normal,4,90,1.6094379124341003
Cat,Domestic Shorthair Mix,Brown Tabby,Spayed Female,Owner Surrender,Normal,51,1095,3.9512437185814275
Cat,Domestic Shorthair Mix,Blue Tabby/White,Neutered Male,Owner Surrender,Normal,171,2555,5.147494476813453
Dog,Labrador Retriever Mix,Brown/White,Intact Male,Owner Surrender,Nursing,63,4,4.1588830833596715
Dog,American Pit Bull Terrier Mix,Black/White,Intact Male,Stray,Normal,104,730,4.653960350157523
Dog,Labrador Retriever Mix,White/Tricolor,Intact Female,Stray,Normal,4,0,1.6094379124341003
Dog,Beagle Mix,Tricolor,Neutered Male,Owner Surrender,Normal,9,4015,2.302585092994046
Dog,Alaskan Husky Mix,Black/White,Neutered Male,Stray,Normal,7,365,2.0794415416798357
Cat,Domestic Shorthair Mix,Black,Intact Male,Stray,Normal,13,90,2.6390573296152584
Dog,Chihuahua Shorthair Mix,White/Brown,Neutered Male,Owner Surrender,Normal,83,90,4.430816798843313
Cat,Domestic Shorthair Mix,Torbie/White,Intact Female,Owner Surrender,Normal,25,730,3.258096538021482
Dog,Labrador Retriever/Boxer,White/Cream,Intact Female,Stray,Nursing,55,2,4.02535169073515
Dog,Labrador Retriever/Blue Lacy,Chocolate/White,Intact Male,Stray,Normal,19,30,2.995732273553991
Cat,Domestic Shorthair Mix,Brown Tabby,Neutered Male,Owner Surrender,Normal,30,730,3.4339872044851463
Dog,Yorkshire Terrier Mix,Black/Tan,Intact Male,Public Assist,Normal,8,1095,2.1972245773362196
Dog,Tibetan Terrier Mix,Cream/Black,Spayed Female,Stray,Normal,8,3650,2.1972245773362196
Dog,Norfolk Terrier Mix,Black/Brown,Intact Male,Stray,Normal,5,365,1.791759469228055
Cat,Domestic Shorthair,Black,Intact Female,Stray,Normal,37,30,3.6375861597263857
Dog,Plott Hound Mix,Brown Brindle/White,Intact Male,Stray,Normal,6,150,1.9459101490553132
Cat,Domestic Shorthair Mix,White/Gray,Intact Female,Stray,Normal,122,150,4.812184355372417
Dog,Pit Bull Mix,Black/White,Neutered Male,Stray,Normal,173,1095,5.159055299214529
Cat,Domestic Shorthair Mix,Black/White,Intact Male,Owner Surrender,Normal,42,21,3.7612001156935624
Dog,Chihuahua Shorthair Mix,Brown,Intact Male,Stray,Nursing,60,0,4.110873864173311
Other,English Spot,Brown/White,Intact Male,Owner Surrender,Normal,87,365,4.477336814478207
Dog,German Shepherd Mix,Brown/Black,Spayed Female,Stray,Normal,7,730,2.0794415416798357
Dog,Chihuahua Shorthair Mix,Brown,Intact Female,Stray,Normal,57,3,4.060443010546419
Dog,Dachshund/Pit Bull,Brown Brindle/White,Intact Male,Stray,Normal,4,365,1.6094379124341003
Dog,Miniature Pinscher Mix,Black/Tricolor,Intact Male,Stray,Normal,6,365,1.9459101490553132
Dog,Miniature Pinscher Mix,Black/Tricolor,Intact Male,Stray,Normal,15,365,2.772588722239781
Dog,Miniature Schnauzer Mix,Black/Gray,Intact Male,Stray,Normal,13,730,2.6390573296152584
Dog,Dachshund/Beagle,Brown/White,Intact Male,Stray,Normal,4,60,1.6094379124341003
Cat,Domestic Shorthair,Brown Tabby,Intact Male,Stray,Normal,21,30,3.091042453358316
Dog,American Bulldog Mix,White/Brown Brindle,Intact Male,Owner Surrender,Normal,5,180,1.791759469228055
Dog,Yorkshire Terrier Mix,Black Smoke,Intact Female,Owner Surrender,Normal,2,60,1.0986122886681098
Dog,Catahoula Mix,Brown/White,Neutered Male,Owner Surrender,Normal,18,180,2.9444389791664403
Dog,Black Mouth Cur Mix,Red/White,Intact Female,Stray,Nursing,52,30,3.970291913552122
Dog,Mastiff/American Pit Bull Terrier,Blue Tiger/White,Spayed Female,Stray,Normal,357,4015,5.8805329864007
