AnimalType,Color,Sex,IntakeType,IntakeCondition,TimeInShelterDays,AgeInDays,TimeInShelterDays_log,AgeGroup,breed_type,Breed_grouped,Color_grouped
Cat,Brown Tabby,Intact Male,Owner Surrender,Normal,59,21,4.0943445622221,Cachorro (<6m),purebred,Domestic Shorthair,Bicolor
Cat,Tortie,Intact Female,Owner Surrender,Normal,61,28,4.127134385045092,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Cat,Brown Tabby,Intact Male,Owner Surrender,Normal,16,30,2.833213344056216,Cachorro (<6m),purebred,Domestic Shorthair,Bicolor
Dog,Black/White,Intact Female,Stray,Normal,121,2920,4.804021044733257,Senior (>7a),purebred,Other,Bicolor
Dog,Black/White,Intact Female,Stray,Normal,273,2920,5.613128106388071,Senior (>7a),purebred,Other,Monocolor
Cat,Flame Point,Intact Female,Stray,Normal,4,120,1.6094379124341005,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,White/Black,Spayed Female,Owner Surrender,Sick,59,1095,4.0943445622221,Adulto joven (1-3a),mix,Other,Bicolor
Dog,Brown/Black,Intact Male,Stray,Normal,8,210,2.19722457733622,Joven (6m-1a),mix,German Shepherd Mix,Monocolor
Dog,Tricolor,Intact Female,Stray,Normal,4,150,1.6094379124341005,Cachorro (<6m),mix,Other,Bicolor
Dog,Black/White,Intact Male,Stray,Normal,14,90,2.70805020110221,Cachorro (<6m),mix,Australian Shepherd Mix,Monocolor
Dog,Tan/Tan,Intact Male,Stray,Normal,4,150,1.6094379124341005,Cachorro (<6m),mix,Other,Monocolor
Dog,Black/White,Intact Male,Stray,Normal,90,730,4.51085950651685,Adulto joven (1-3a),purebred,Other,Monocolor
Dog,Black/White,Spayed Female,Owner Surrender,Normal,37,2190,3.6375861597263857,Adulto (3-7a),mix,Staffordshire Mix,Bicolor
Dog,White/Apricot,Spayed Female,Stray,Normal,5,730,1.791759469228055,Adulto joven (1-3a),mix,Miniature Poodle Mix,Monocolor
Cat,Black,Intact Female,Stray,Normal,6,120,1.9459101490553128,Cachorro (<6m),purebred,Domestic Longhair Mix,Bicolor
Dog,Gray/White,Intact Female,Stray,Normal,9,730,2.302585092994046,Adulto joven (1-3a),purebred,Other,Monocolor
Cat,Tortie,Intact Female,Stray,Normal,31,35,3.4657359027997265,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Black/White,Intact Female,Stray,Normal,6,60,1.9459101490553128,Cachorro (<6m),purebred,Other,Bicolor
Dog,Sable/Black,Intact Male,Stray,Nursing,57,0,4.060443010546419,Cachorro (<6m),purebred,Other,Bicolor
Cat,Orange Tabby,Intact Female,Owner Surrender,Normal,22,30,3.1354942159291497,Cachorro (<6m),purebred,Domestic Shorthair,Monocolor
Cat,Black/White,Intact Male,Stray,Normal,17,60,2.8903717578961645,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Tan/White,Intact Female,Stray,Normal,4,60,1.6094379124341005,Cachorro (<6m),purebred,Other,Bicolor
Dog,Blue/White,Intact Female,Stray,Normal,120,365,4.795790545596741,Joven (6m-1a),mix,Staffordshire Mix,Bicolor
Dog,Red/White,Intact Female,Owner Surrender,Normal,17,60,2.8903717578961645,Cachorro (<6m),mix,Other,Monocolor
Dog,Black/Brown,Intact Female,Stray,Normal,4,730,1.6094379124341005,Adulto joven (1-3a),purebred,Other,Monocolor
Dog,Tricolor,Intact Female,Stray,Normal,4,30,1.6094379124341005,Cachorro (<6m),purebred,Other,Bicolor
Cat,Blue Tabby/White,Neutered Male,Owner Surrender,Normal,40,1095,3.713572066704308,Adulto joven (1-3a),purebred,Domestic Shorthair Mix,Bicolor
Cat,Gray Tabby/White,Intact Male,Stray,Normal,4,120,1.6094379124341005,Cachorro (<6m),purebred,Domestic Shorthair,Bicolor
Cat,Tortie,Intact Female,Stray,Normal,27,30,3.332204510175204,Cachorro (<6m),purebred,Domestic Shorthair,Monocolor
Dog,Black/Brown,Intact Male,Stray,Normal,7,730,2.079441541679836,Adulto joven (1-3a),purebred,German Shepherd,Monocolor
Dog,Tricolor,Intact Male,Stray,Normal,63,730,4.158883083359672,Adulto joven (1-3a),mix,Other,Bicolor
Dog,Brown Brindle,Intact Female,Stray,Normal,8,120,2.19722457733622,Cachorro (<6m),mix,Other,Bicolor
Cat,Orange Tabby/White,Intact Male,Owner Surrender,Normal,19,90,2.995732273553991,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Cat,Brown Tabby,Intact Male,Stray,Normal,179,30,5.19295685089021,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Cat,Black,Spayed Female,Owner Surrender,Normal,28,5110,3.367295829986474,Senior (>7a),purebred,Domestic Medium Hair Mix,Monocolor
Dog,Black,Intact Male,Stray,Normal,58,5,4.07753744390572,Cachorro (<6m),mix,Labrador Retriever Mix,Monocolor
Dog,Tan,Intact Male,Stray,Normal,5,90,1.791759469228055,Cachorro (<6m),mix,Chihuahua Shorthair Mix,Bicolor
Dog,Tan,Intact Male,Stray,Normal,250,90,5.525452939131784,Cachorro (<6m),mix,Chihuahua Shorthair Mix,Bicolor
Dog,Black,Intact Male,Stray,Normal,17,1095,2.8903717578961645,Adulto joven (1-3a),purebred,Other,Bicolor
Cat,Black/White,Neutered Male,Owner Surrender,Normal,21,60,3.091042453358316,Cachorro (<6m),purebred,Domestic Medium Hair Mix,Monocolor
Dog,Black/Tan,Intact Male,Stray,Normal,49,365,3.912023005428146,Joven (6m-1a),mix,Other,Bicolor
Dog,Black/White,Intact Male,Stray,Normal,18,365,2.9444389791664403,Joven (6m-1a),purebred,Labrador Retriever,Monocolor
Dog,Brown/Black,Intact Male,Stray,Injured,6,1095,1.9459101490553128,Adulto joven (1-3a),mix,Other,Bicolor
Dog,Black/Brown,Intact Male,Stray,Normal,6,365,1.9459101490553128,Joven (6m-1a),purebred,German Shepherd,Bicolor
Cat,Blue Tabby/White,Spayed Female,Owner Surrender,Normal,5,730,1.791759469228055,Adulto joven (1-3a),purebred,Domestic Shorthair Mix,Bicolor
Cat,Black,Intact Female,Stray,Normal,33,30,3.5263605246161616,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Black,Intact Male,Stray,Normal,20,1825,3.044522437723423,Adulto (3-7a),mix,Other,Bicolor
Cat,Orange Tabby,Intact Male,Public Assist,Injured,34,30,3.555348061489413,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,Tan/White,Intact Female,Stray,Normal,11,1095,2.4849066497880004,Adulto joven (1-3a),purebred,Labrador Retriever,Monocolor
Dog,Brown/Black,Intact Female,Stray,Injured,21,150,3.091042453358316,Cachorro (<6m),purebred,German Shepherd,Bicolor
Cat,Torbie,Intact Female,Stray,Normal,9,120,2.302585092994046,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Cat,Orange Tabby/White,Intact Male,Stray,Normal,66,21,4.204692619390966,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Cat,Orange Tabby,Intact Male,Owner Surrender,Normal,2,60,1.0986122886681098,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,Brown/Black,Neutered Male,Stray,Normal,5,150,1.791759469228055,Cachorro (<6m),mix,Other,Bicolor
Dog,Chocolate,Intact Male,Stray,Normal,4,300,1.6094379124341005,Joven (6m-1a),mix,Labrador Retriever Mix,Tricolor
Dog,Chocolate,Intact Male,Stray,Normal,140,300,4.948759890378168,Joven (6m-1a),mix,Labrador Retriever Mix,Monocolor
Dog,Blue Tick,Intact Male,Stray,Nursing,25,28,3.258096538021482,Cachorro (<6m),mix,Australian Cattle Dog Mix,Monocolor
Cat,Brown Tabby,Spayed Female,Stray,Normal,97,150,4.584967478670572,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Cat,Brown Tabby,Spayed Female,Stray,Normal,112,150,4.727387818712341,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Silver/Tan,Intact Female,Stray,Normal,52,365,3.970291913552122,Joven (6m-1a),purebred,Other,Monocolor
Dog,Black Brindle,Spayed Female,Owner Surrender,Normal,18,365,2.9444389791664403,Joven (6m-1a),mix,Other,Tricolor
Dog,Black/White,Neutered Male,Stray,Normal,106,365,4.672828834461906,Joven (6m-1a),mix,Pointer Mix,Bicolor
Cat,Brown Tabby/White,Intact Male,Owner Surrender,Normal,27,60,3.332204510175204,Cachorro (<6m),purebred,Domestic Shorthair,Monocolor
Cat,Black,Intact Male,Stray,Normal,37,60,3.6375861597263857,Cachorro (<6m),purebred,Domestic Shorthair,Bicolor
Dog,Black/White,Intact Male,Stray,Normal,72,730,4.290459441148391,Adulto joven (1-3a),purebred,Other,Monocolor
Dog,Black/White,Intact Male,Public Assist,Sick,25,365,3.258096538021482,Joven (6m-1a),mix,Labrador Retriever Mix,Monocolor
Dog,Brown Brindle,Intact Male,Stray,Normal,9,730,2.302585092994046,Adulto joven (1-3a),mix,Other,Bicolor
Dog,White/Black,Spayed Female,Owner Surrender,Normal,12,730,2.5649493574615367,Adulto joven (1-3a),mix,Border Collie Mix,Bicolor
Cat,White/Orange Tabby,Intact Female,Stray,Normal,78,28,4.3694478524670215,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Tan/Black,Intact Male,Stray,Normal,12,365,2.5649493574615367,Joven (6m-1a),mix,Other,Monocolor
Dog,Black/White,Intact Female,Stray,Normal,12,150,2.5649493574615367,Cachorro (<6m),mix,Labrador Retriever Mix,Bicolor
Dog,Chocolate/White,Intact Male,Owner Surrender,Normal,8,730,2.19722457733622,Adulto joven (1-3a),purebred,Labrador Retriever,Bicolor
Dog,Silver,Intact Male,Public Assist,Normal,35,3650,3.58351893845611,Senior (>7a),mix,Other,Bicolor
Cat,Torbie,Intact Female,Owner Surrender,Normal,49,730,3.912023005428146,Adulto joven (1-3a),purebred,Domestic Medium Hair Mix,Bicolor
Dog,Brown,Intact Male,Owner Surrender,Normal,6,240,1.9459101490553128,Joven (6m-1a),purebred,Labrador Retriever,Bicolor
Dog,White/Yellow,Intact Female,Stray,Normal,27,365,3.332204510175204,Joven (6m-1a),purebred,Labrador Retriever,Bicolor
Dog,Red/White,Intact Male,Stray,Normal,4,1825,1.6094379124341005,Adulto (3-7a),mix,Other,Monocolor
Dog,Black,Intact Male,Stray,Normal,31,2920,3.4657359027997265,Senior (>7a),mix,German Shepherd Mix,Monocolor
Dog,White/Black,Intact Male,Stray,Normal,4,730,1.6094379124341005,Adulto joven (1-3a),mix,Other,Bicolor
Cat,Torbie,Intact Female,Owner Surrender,Normal,118,21,4.77912349311153,Cachorro (<6m),purebred,Domestic Shorthair,Bicolor
Cat,Orange Tabby,Spayed Female,Owner Surrender,Normal,3,330,1.3862943611198906,Joven (6m-1a),purebred,Domestic Shorthair,Bicolor
Dog,Black/White,Intact Male,Stray,Normal,81,270,4.406719247264253,Joven (6m-1a),mix,Labrador Retriever Mix,Monocolor
Cat,White,Intact Female,Stray,Sick,47,30,3.871201010907891,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Brown/White,Intact Female,Stray,Normal,249,240,5.521460917862246,Joven (6m-1a),mix,Pit Bull Mix,Bicolor
Cat,Blue/White,Intact Male,Owner Surrender,Normal,15,365,2.772588722239781,Joven (6m-1a),purebred,Domestic Shorthair Mix,Bicolor
Cat,Blue/White,Intact Male,Owner Surrender,Normal,39,365,3.688879454113936,Joven (6m-1a),purebred,Domestic Shorthair Mix,Bicolor
Dog,Brown/White,Intact Female,Stray,Normal,79,730,4.382026634673881,Adulto joven (1-3a),mix,Pit Bull Mix,Monocolor
Dog,White/Brown,Intact Male,Owner Surrender,Normal,333,2920,5.811140992976701,Senior (>7a),mix,Pit Bull Mix,Bicolor
Dog,Tan,Neutered Male,Stray,Normal,19,1095,2.995732273553991,Adulto joven (1-3a),purebred,Other,Bicolor
Dog,Brown Brindle/White,Intact Male,Stray,Normal,35,730,3.58351893845611,Adulto joven (1-3a),mix,Pit Bull Mix,Bicolor
Cat,Blue Tabby,Intact Male,Stray,Normal,27,60,3.332204510175204,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Black/White,Intact Male,Stray,Normal,6,730,1.9459101490553128,Adulto joven (1-3a),purebred,Other,Monocolor
Dog,Blue,Neutered Male,Owner Surrender,Normal,3,730,1.3862943611198906,Adulto joven (1-3a),mix,Other,Bicolor
Dog,Brown/Black,Intact Male,Stray,Injured,44,2555,3.80666248977032,Adulto (3-7a),mix,German Shepherd Mix,Bicolor
Dog,White/Brown,Intact Female,Stray,Normal,6,210,1.9459101490553128,Joven (6m-1a),mix,Chihuahua Shorthair Mix,Bicolor
Dog,Chocolate/White,Intact Female,Owner Surrender,Normal,9,300,2.302585092994046,Joven (6m-1a),mix,Other,Bicolor
Cat,Blue,Intact Male,Owner Surrender,Normal,3,180,1.3862943611198906,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Brown Brindle/White,Intact Female,Stray,Normal,36,21,3.610917912644224,Cachorro (<6m),mix,Other,Bicolor
Cat,Flame Point,Intact Female,Stray,Normal,51,14,3.951243718581428,Cachorro (<6m),mix,Siamese Mix,Bicolor
Dog,Brown Brindle,Spayed Female,Stray,Normal,12,3285,2.5649493574615367,Senior (>7a),mix,Other,Monocolor
Dog,Brown/White,Intact Female,Owner Surrender,Normal,18,365,2.9444389791664403,Joven (6m-1a),mix,Chihuahua Shorthair Mix,Bicolor
Dog,Blue/White,Intact Female,Stray,Normal,150,365,5.017279836814924,Joven (6m-1a),mix,Other,Bicolor
Dog,Black/White,Intact Female,Stray,Normal,5,120,1.791759469228055,Cachorro (<6m),purebred,Other,Bicolor
Dog,Brown/Black,Intact Female,Owner Surrender,Normal,2,60,1.0986122886681098,Cachorro (<6m),mix,German Shepherd Mix,Bicolor
Dog,Black/White,Spayed Female,Stray,Injured,36,2190,3.610917912644224,Adulto (3-7a),purebred,Chihuahua Shorthair,Monocolor
Dog,Brown,Intact Male,Stray,Normal,4,150,1.6094379124341005,Cachorro (<6m),purebred,Other,Bicolor
Dog,Brown/Tan,Intact Male,Stray,Normal,66,365,4.204692619390966,Joven (6m-1a),mix,Chihuahua Shorthair Mix,Monocolor
Dog,Brown/Tan,Intact Male,Stray,Normal,39,365,3.688879454113936,Joven (6m-1a),mix,Chihuahua Shorthair Mix,Monocolor
Dog,White/White,Spayed Female,Stray,Normal,6,2920,1.9459101490553128,Senior (>7a),mix,Miniature Poodle Mix,Monocolor
Cat,Brown Tabby,Intact Male,Owner Surrender,Normal,4,150,1.6094379124341005,Cachorro (<6m),purebred,Domestic Medium Hair Mix,Bicolor
Dog,Black/White,Neutered Male,Stray,Normal,9,730,2.302585092994046,Adulto joven (1-3a),purebred,Other,Monocolor
Dog,Black/White,Neutered Male,Stray,Normal,4,730,1.6094379124341005,Adulto joven (1-3a),purebred,Other,Bicolor
Cat,Black/White,Intact Male,Stray,Normal,153,21,5.0369526024136295,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Gray,Intact Male,Stray,Normal,4,1460,1.6094379124341005,Adulto (3-7a),mix,Other,Monocolor
Dog,Black/Brown,Spayed Female,Stray,Injured,72,730,4.290459441148391,Adulto joven (1-3a),mix,Chihuahua Shorthair Mix,Monocolor
Dog,Red/White,Intact Male,Stray,Normal,65,365,4.189654742026425,Joven (6m-1a),purebred,Other,Monocolor
Dog,White,Neutered Male,Stray,Normal,4,270,1.6094379124341005,Joven (6m-1a),purebred,Other,Monocolor
Dog,White/Tricolor,Intact Female,Owner Surrender,Normal,6,60,1.9459101490553128,Cachorro (<6m),purebred,Other,Monocolor
Cat,Torbie,Intact Female,Stray,Injured,11,150,2.4849066497880004,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Brown,Spayed Female,Public Assist,Normal,26,365,3.295836866004329,Joven (6m-1a),mix,Pit Bull Mix,Monocolor
Cat,Blue Tabby,Intact Female,Owner Surrender,Normal,13,60,2.6390573296152584,Cachorro (<6m),purebred,Domestic Shorthair,Bicolor
Cat,Calico,Intact Female,Stray,Nursing,61,2,4.127134385045092,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,White/Brown,Intact Male,Stray,Normal,16,365,2.833213344056216,Joven (6m-1a),mix,Australian Shepherd Mix,Bicolor
Cat,Orange Tabby,Neutered Male,Owner Surrender,Normal,4,1460,1.6094379124341005,Adulto (3-7a),purebred,Domestic Shorthair Mix,Tricolor
Dog,Black/Brown,Neutered Male,Stray,Normal,24,1460,3.218875824868201,Adulto (3-7a),mix,Australian Shepherd Mix,Bicolor
Dog,Black/White,Spayed Female,Owner Surrender,Normal,18,1825,2.9444389791664403,Adulto (3-7a),mix,Pit Bull Mix,Monocolor
Dog,Black/White,Spayed Female,Owner Surrender,Normal,154,1825,5.043425116919247,Adulto (3-7a),mix,Pit Bull Mix,Bicolor
Dog,Blue/White,Intact Female,Stray,Normal,8,180,2.19722457733622,Cachorro (<6m),mix,Pit Bull Mix,Monocolor
Cat,Brown Tabby,Intact Female,Owner Surrender,Normal,35,730,3.58351893845611,Adulto joven (1-3a),purebred,Domestic Shorthair Mix,Bicolor
Cat,Blue Tabby/White,Intact Female,Stray,Normal,13,30,2.6390573296152584,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Cat,Calico,Spayed Female,Owner Surrender,Normal,19,2555,2.995732273553991,Adulto (3-7a),purebred,Domestic Shorthair,Tricolor
Cat,Blue,Intact Male,Owner Surrender,Normal,66,28,4.204692619390966,Cachorro (<6m),purebred,Other,Bicolor
Cat,Black/White,Neutered Male,Public Assist,Normal,71,3650,4.276666119016055,Senior (>7a),purebred,Domestic Shorthair Mix,Bicolor
Dog,Black/White,Spayed Female,Owner Surrender,Normal,2,1095,1.0986122886681098,Adulto joven (1-3a),mix,Labrador Retriever Mix,Bicolor
Dog,Liver Tick,Spayed Female,Stray,Normal,238,730,5.476463551931511,Adulto joven (1-3a),mix,Australian Cattle Dog Mix,Monocolor
Dog,Brown/White,Spayed Female,Owner Surrender,Normal,8,365,2.19722457733622,Joven (6m-1a),mix,Boxer Mix,Monocolor
Dog,Black/Tan,Intact Female,Owner Surrender,Normal,4,1095,1.6094379124341005,Adulto joven (1-3a),mix,Other,Monocolor
Dog,Brown/White,Intact Male,Stray,Normal,71,730,4.276666119016055,Adulto joven (1-3a),mix,Chihuahua Shorthair Mix,Monocolor
Dog,Brown Brindle/White,Intact Female,Stray,Normal,92,60,4.532599493153256,Cachorro (<6m),mix,Pit Bull Mix,Tricolor
Cat,Orange Tabby/White,Intact Male,Owner Surrender,Normal,6,120,1.9459101490553128,Cachorro (<6m),purebred,Domestic Medium Hair Mix,Monocolor
Cat,Blue,Intact Female,Stray,Normal,35,30,3.58351893845611,Cachorro (<6m),purebred,Domestic Shorthair,Monocolor
Dog,Black/Tan,Spayed Female,Owner Surrender,Normal,1,210,0.6931471805599453,Joven (6m-1a),mix,Other,Monocolor
Dog,Yellow,Intact Female,Stray,Normal,3,120,1.3862943611198906,Cachorro (<6m),mix,Labrador Retriever Mix,Monocolor
Cat,Black,Intact Female,Stray,Normal,59,21,4.0943445622221,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Cat,Calico/White,Intact Female,Stray,Normal,126,365,4.844187086458591,Joven (6m-1a),purebred,Domestic Shorthair Mix,Monocolor
Dog,White/Black,Intact Female,Stray,Normal,6,365,1.9459101490553128,Joven (6m-1a),purebred,Other,Monocolor
Dog,Tan/White,Spayed Female,Owner Surrender,Normal,3,120,1.3862943611198906,Cachorro (<6m),mix,Other,Bicolor
Dog,White,Intact Male,Stray,Normal,4,365,1.6094379124341005,Joven (6m-1a),purebred,Other,Bicolor
Dog,Sable,Spayed Female,Owner Surrender,Normal,4,1825,1.6094379124341005,Adulto (3-7a),mix,German Shepherd Mix,Monocolor
Cat,Blue,Neutered Male,Owner Surrender,Normal,98,2190,4.59511985013459,Adulto (3-7a),mix,Other,Monocolor
Dog,White,Intact Female,Owner Surrender,Normal,3,150,1.3862943611198906,Cachorro (<6m),mix,Other,Bicolor
Dog,Yellow,Intact Male,Stray,Normal,53,730,3.9889840465642745,Adulto joven (1-3a),mix,Labrador Retriever Mix,Monocolor
Dog,Brown/Black,Intact Female,Stray,Normal,5,210,1.791759469228055,Joven (6m-1a),purebred,Other,Monocolor
Cat,Chocolate Point,Intact Male,Stray,Normal,43,28,3.784189633918261,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Cat,Brown Tabby/White,Intact Female,Stray,Normal,199,30,5.298317366548036,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Black/Tan,Spayed Female,Stray,Normal,8,2555,2.19722457733622,Adulto (3-7a),mix,Chihuahua Shorthair Mix,Bicolor
Cat,Black,Intact Female,Stray,Normal,119,28,4.787491742782046,Cachorro (<6m),purebred,Other,Bicolor
Cat,White/Black,Intact Female,Stray,Normal,122,28,4.812184355372417,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Cat,Black/White,Intact Male,Stray,Normal,87,0,4.477336814478207,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,Blue/White,Intact Male,Stray,Normal,6,730,1.9459101490553128,Adulto joven (1-3a),mix,Other,Monocolor
Dog,Brown/White,Neutered Male,Owner Surrender,Normal,49,3650,3.912023005428146,Senior (>7a),mix,Staffordshire Mix,Bicolor
Cat,Brown Tabby,Intact Female,Stray,Injured,41,730,3.737669618283368,Adulto joven (1-3a),purebred,Domestic Shorthair Mix,Monocolor
Cat,White,Spayed Female,Stray,Normal,4,1095,1.6094379124341005,Adulto joven (1-3a),purebred,Domestic Longhair Mix,Bicolor
Dog,Black/Brown,Intact Male,Stray,Normal,8,730,2.19722457733622,Adulto joven (1-3a),mix,Other,Bicolor
Cat,Orange Tabby,Intact Female,Stray,Normal,182,21,5.209486152841421,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,White/Brown,Intact Female,Stray,Injured,8,60,2.19722457733622,Cachorro (<6m),mix,Other,Bicolor
Cat,Brown Tabby,Intact Female,Owner Surrender,Normal,91,120,4.5217885770490405,Cachorro (<6m),mix,Other,Monocolor
Cat,Brown Tabby,Intact Female,Owner Surrender,Normal,41,120,3.737669618283368,Cachorro (<6m),mix,Other,Monocolor
Dog,Black/White,Intact Female,Stray,Normal,8,365,2.19722457733622,Joven (6m-1a),mix,Border Collie Mix,Monocolor
Cat,Brown Tabby,Intact Female,Stray,Normal,45,21,3.828641396489095,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Tan/White,Intact Female,Stray,Normal,10,150,2.3978952727983707,Cachorro (<6m),mix,Labrador Retriever Mix,Bicolor
Dog,White/Tan,Intact Female,Stray,Normal,10,730,2.3978952727983707,Adulto joven (1-3a),purebred,Other,Bicolor
Dog,Tan,Intact Female,Stray,Normal,91,365,4.5217885770490405,Joven (6m-1a),mix,Chihuahua Shorthair Mix,Monocolor
Cat,Calico,Spayed Female,Owner Surrender,Normal,1,365,0.6931471805599453,Joven (6m-1a),purebred,Domestic Medium Hair Mix,Bicolor
Dog,Brown/Black,Spayed Female,Owner Surrender,Normal,5,365,1.791759469228055,Joven (6m-1a),mix,German Shepherd Mix,Bicolor
Dog,Black,Intact Female,Stray,Injured,145,150,4.983606621708336,Cachorro (<6m),purebred,Labrador Retriever,Bicolor
Dog,Tan/Black,Neutered Male,Owner Surrender,Normal,31,730,3.4657359027997265,Adulto joven (1-3a),purebred,Other,Bicolor
Dog,Brown/White,Neutered Male,Owner Surrender,Normal,37,1825,3.6375861597263857,Adulto (3-7a),mix,Pointer Mix,Bicolor
Cat,White/Orange,Neutered Male,Owner Surrender,Normal,1,2190,0.6931471805599453,Adulto (3-7a),purebred,Domestic Longhair Mix,Bicolor
Dog,Tan/Black,Spayed Female,Owner Surrender,Normal,5,730,1.791759469228055,Adulto joven (1-3a),purebred,Other,Bicolor
Dog,Blue Merle,Intact Male,Stray,Normal,5,30,1.791759469228055,Cachorro (<6m),purebred,Other,Bicolor
